id,name,descr,aliases
WMPID2695,David Biery,David Biery is a 3rd party Senate candidate in Kentucky.,David Biery|Biery|David Biery's|Biery's|DAVID BIERY|BIERY|DAVID BIERY'S|BIERY'S
WMPID2699,Jon Chuba,Jon Chuba is a Republican candidate for the 4th District of Florida.,Jon Chuba|Chuba|Jon Chuba's|Chuba's|JON CHUBA|CHUBA|JON CHUBA'S|CHUBA'S
WMPID2702,Brian Matthew Mannix,Brian Matthew Mannix is a 3rd party candidate for the 8th District of New York.,Brian Matthew Mannix|Mannix|Brian Matthew Mannix's|Mannix's|BRIAN MATTHEW MANNIX|MANNIX|BRIAN MATTHEW MANNIX'S|MANNIX'S
WMPID2705,Richard Alan Jr. Shannon,Richard Alan Jr. Shannon is a 3rd party candidate for the 5th District of Tennessee.,Richard Alan Jr. Shannon|Shannon|Richard Alan Jr. Shannon's|Shannon's|RICHARD ALAN JR. SHANNON|SHANNON|RICHARD ALAN JR. SHANNON'S|SHANNON'S
WMPID2723,Everett Stern,Everett Stern is a 3rd party Senate candidate in Pennsylvania.,Everett Stern|Stern|Everett Stern's|Stern's|EVERETT STERN|STERN|EVERETT STERN'S|STERN'S
WMPID2732,James Judge,James Judge is a Republican candidate for the 14th District of Florida.,James Judge|Judge|James Judge's|Judge's|JAMES JUDGE|JUDGE|JAMES JUDGE'S|JUDGE'S
WMPID2734,Samuel James Peters,Samuel James Peters is a Republican candidate for the 4th District of Nevada.,Samuel James Peters|Peters|Samuel James Peters'|Peters'|SAMUEL JAMES PETERS|PETERS|SAMUEL JAMES PETERS'|PETERS'
WMPID2743,Yuri Dashevsky,Yuri Dashevsky is a Republican candidate for the 8th District of New York.,Yuri Dashevsky|Dashevsky|Yuri Dashevsky's|Dashevsky's|YURI DASHEVSKY|DASHEVSKY|YURI DASHEVSKY'S|DASHEVSKY'S
WMPID2749,Aaron Payton Lee,Aaron Payton Lee is a 3rd party candidate for the 4th District of Mississippi.,Aaron Payton Lee|Lee|Aaron Payton Lee's|Lee's|AARON PAYTON LEE|LEE|AARON PAYTON LEE'S|LEE'S
WMPID2750,Travis Lindberg,Travis Lindberg is a 3rd party candidate for the 5th District of Arizona.,Travis Lindberg|Lindberg|Travis Lindberg's|Lindberg's|TRAVIS LINDBERG|LINDBERG|TRAVIS LINDBERG'S|LINDBERG'S
WMPID2752,Curt Andrew Sr. Zygmond,Curt Andrew Sr. Zygmond is a 3rd party candidate for the 2nd District of Montana.,Curt Andrew Sr. Zygmond|Zygmond|Curt Andrew Sr. Zygmond's|Zygmond's|CURT ANDREW SR. ZYGMOND|ZYGMOND|CURT ANDREW SR. ZYGMOND'S|ZYGMOND'S
WMPID2756,Daniel Joseph Lebeau,Daniel Joseph Lebeau is a 3rd party candidate for the 6th District of Virginia.,Daniel Joseph Lebeau|Lebeau|Daniel Joseph Lebeau's|Lebeau's|DANIEL JOSEPH LEBEAU|LEBEAU|DANIEL JOSEPH LEBEAU'S|LEBEAU'S
WMPID2759,Douglas Bell,Douglas Bell is a 3rd party candidate for the 3rd District of Alabama.,Douglas Bell|Bell|Douglas Bell's|Bell's|DOUGLAS BELL|BELL|DOUGLAS BELL'S|BELL'S
WMPID2770,Donnie Dionicio Palmer,Donnie Dionicio Palmer is a Republican candidate for the 7th District of Massachusetts.,Donnie Dionicio Palmer|Palmer|Donnie Dionicio Palmer's|Palmer's|DONNIE DIONICIO PALMER|PALMER|DONNIE DIONICIO PALMER'S|PALMER'S
WMPID2781,Robert Zimmerman,Robert Zimmerman is a Democratic candidate for the 3rd District of New York.,Robert Zimmerman|Zimmerman|Robert Zimmerman's|Zimmerman's|ROBERT ZIMMERMAN|ZIMMERMAN|ROBERT ZIMMERMAN'S|ZIMMERMAN'S
WMPID2787,Robert Benjamin III Clark,Robert Benjamin III Clark is a Democratic candidate for the 4th District of North Carolina.,Robert Benjamin III Clark|Clark|Robert Benjamin III Clark's|Clark's|ROBERT BENJAMIN III CLARK|CLARK|ROBERT BENJAMIN III CLARK'S|CLARK'S
WMPID2788,Kirsten Engel,Kirsten Engel is a Democratic candidate for the 6th District of Arizona.,Kirsten Engel|Engel|Kirsten Engel's|Engel's|KIRSTEN ENGEL|ENGEL|KIRSTEN ENGEL'S|ENGEL'S
WMPID2790,Jevin Hodge,Jevin Hodge is a Democratic candidate for the 1st District of Arizona.,Jevin Hodge|Hodge|Jevin Hodge's|Hodge's|JEVIN HODGE|HODGE|JEVIN HODGE'S|HODGE'S
WMPID2793,Karen Lin Veasey,Karen Lin Veasey is a Democratic candidate for the 3rd District of Alabama.,Karen Lin Veasey|Veasey|Karen Lin Veasey's|Veasey's|KAREN LIN VEASEY|VEASEY|KAREN LIN VEASEY'S|VEASEY'S
WMPID2797,Michael Idrogo,Michael Idrogo is a 3rd party candidate for the 35th District of Texas.,Michael Idrogo|Idrogo|Michael Idrogo's|Idrogo's|MICHAEL IDROGO|IDROGO|MICHAEL IDROGO'S|IDROGO'S
WMPID2802,Robert Christian Castelli,Robert Christian Castelli is a Republican candidate for the 6th District of North Carolina.,Robert Christian Castelli|Castelli|Robert Christian Castelli's|Castelli's|ROBERT CHRISTIAN CASTELLI|CASTELLI|ROBERT CHRISTIAN CASTELLI'S|CASTELLI'S
WMPID2811,Wade Wilkes II Herring,Wade Wilkes II Herring is a Democratic candidate for the 1st District of Georgia.,Wade Wilkes II Herring|Herring|Wade Wilkes II Herring's|Herring's|WADE WILKES II HERRING|HERRING|WADE WILKES II HERRING'S|HERRING'S
WMPID2813,Courtney Yvonne Burks,Courtney Yvonne Burks is a 3rd party candidate for the 1st District of South Carolina.,Courtney Yvonne Burks|Burks|Courtney Yvonne Burks'|Burks'|COURTNEY YVONNE BURKS|BURKS|COURTNEY YVONNE BURKS'|BURKS'
WMPID2814,Robert May,Robert May is a Republican candidate for the 6th District of Massachusetts.,Robert May|May|Robert May's|May's|ROBERT MAY|MAY|ROBERT MAY'S|MAY'S
WMPID2822,Quintessa Hathaway,Quintessa Hathaway is a Democratic candidate for the 2nd District of Arkansas.,Quintessa Hathaway|Hathaway|Quintessa Hathaway's|Hathaway's|QUINTESSA HATHAWAY|HATHAWAY|QUINTESSA HATHAWAY'S|HATHAWAY'S
WMPID2826,Steven Wells,Steven Wells is a Republican candidate for the 22nd District of New York.,Steven Wells|Wells|Steven Wells'|Wells'|STEVEN WELLS|WELLS|STEVEN WELLS'|WELLS'
WMPID2836,David Canepa,David Canepa is a Democratic candidate for the 15th District of California.,David Canepa|Canepa|David Canepa's|Canepa's|DAVID CANEPA|CANEPA|DAVID CANEPA'S|CANEPA'S
WMPID2840,Charles Graham,Charles Graham is a Democratic candidate for the 7th District of North Carolina.,Charles Graham|Graham|Charles Graham's|Graham's|CHARLES GRAHAM|GRAHAM|CHARLES GRAHAM'S|GRAHAM'S
WMPID2842,Leigha Luna Garner-Lopez,Leigha Luna Garner-Lopez is a Republican candidate for the 5th District of Florida.,Leigha Luna Garner-Lopez|Garner-Lopez|Leigha Luna Garner-Lopez's|Garner-Lopez's|LEIGHA LUNA GARNER-LOPEZ|GARNER-LOPEZ|LEIGHA LUNA GARNER-LOPEZ'S|GARNER-LOPEZ'S
WMPID2844,Deborah Adeimy,Deborah Adeimy is a Republican candidate for the 22nd District of Florida.,Deborah Adeimy|Adeimy|Deborah Adeimy's|Adeimy's|DEBORAH ADEIMY|ADEIMY|DEBORAH ADEIMY'S|ADEIMY'S
WMPID2847,Jacob John Vandenplas,Jacob John Vandenplas is a 3rd party candidate for the 8th District of Wisconsin.,Jacob John Vandenplas|Vandenplas|Jacob John Vandenplas'|Vandenplas'|JACOB JOHN VANDENPLAS|VANDENPLAS|JACOB JOHN VANDENPLAS'|VANDENPLAS'
WMPID2848,John Kevin Sr. Ellzey,John Kevin Sr. Ellzey is a Republican candidate for the 6th District of Texas.,John Kevin Sr. Ellzey|Ellzey|John Kevin Sr. Ellzey's|Ellzey's|JOHN KEVIN SR. ELLZEY|ELLZEY|JOHN KEVIN SR. ELLZEY'S|ELLZEY'S
WMPID2853,Travis Johnson,Travis Johnson is a 3rd party candidate for the 7th District of Minnesota.,Travis Johnson|Johnson|Travis Johnson's|Johnson's|TRAVIS JOHNSON|JOHNSON|TRAVIS JOHNSON'S|JOHNSON'S
WMPID2863,Laura Jones,Laura Jones is a Democratic candidate for the 8th District of Texas.,Laura Jones|Jones|Laura Jones'|Jones'|LAURA JONES|JONES|LAURA JONES'|JONES'
WMPID2864,Danelle Dodge,Danelle Dodge is a Democratic candidate for the 8th District of Florida.,Danelle Dodge|Dodge|Danelle Dodge's|Dodge's|DANELLE DODGE|DODGE|DANELLE DODGE'S|DODGE'S
WMPID2867,Alexis Martinez Johnson,Alexis Martinez Johnson is a Republican candidate for the 3rd District of New Mexico.,Alexis Martinez Johnson|Martinez Johnson|Alexis Martinez Johnson's|Martinez Johnson's|ALEXIS MARTINEZ JOHNSON|MARTINEZ JOHNSON|ALEXIS MARTINEZ JOHNSON'S|MARTINEZ JOHNSON'S
WMPID2873,Quoc Tuan Nguyen,Quoc Tuan Nguyen is a 3rd party Senate candidate in Florida.,Quoc Tuan Nguyen|Nguyen|Quoc Tuan Nguyen's|Nguyen's|QUOC TUAN NGUYEN|NGUYEN|QUOC TUAN NGUYEN'S|NGUYEN'S
WMPID2874,Kendal Ludden,Kendal Ludden is a 3rd party candidate for the 10th District of New Jersey.,Kendal Ludden|Ludden|Kendal Ludden's|Ludden's|KENDAL LUDDEN|LUDDEN|KENDAL LUDDEN'S|LUDDEN'S
WMPID2875,Mike Flood,Mike Flood is a Republican candidate for the 1st District of Nebraska.,Mike Flood|Flood|Mike Flood's|Flood's|MIKE FLOOD|FLOOD|MIKE FLOOD'S|FLOOD'S
WMPID2876,Christian Nascimento,Christian Nascimento is a Republican candidate for the 4th District of Pennsylvania.,Christian Nascimento|Nascimento|Christian Nascimento's|Nascimento's|CHRISTIAN NASCIMENTO|NASCIMENTO|CHRISTIAN NASCIMENTO'S|NASCIMENTO'S
WMPID2880,Matt Larkin,Matt Larkin is a Republican candidate for the 8th District of Washington.,Matt Larkin|Larkin|Matt Larkin's|Larkin's|MATT LARKIN|LARKIN|MATT LARKIN'S|LARKIN'S
WMPID2893,Jesse Brown,Jesse Brown is a Republican candidate for the 9th District of Massachusetts.,Jesse Brown|Brown|Jesse Brown's|Brown's|JESSE BROWN|BROWN|JESSE BROWN'S|BROWN'S
WMPID2895,Roger Daugherty,Roger Daugherty is a 3rd party candidate for the 1st District of Arkansas.,Roger Daugherty|Daugherty|Roger Daugherty's|Daugherty's|ROGER DAUGHERTY|DAUGHERTY|ROGER DAUGHERTY'S|DAUGHERTY'S
WMPID2896,Jennifer Kiggans,Jennifer Kiggans is a Republican candidate for the 2nd District of Virginia.,Jennifer Kiggans|Kiggans|Jennifer Kiggans'|Kiggans'|JENNIFER KIGGANS|KIGGANS|JENNIFER KIGGANS'|KIGGANS'
WMPID2900,Mark Littles,Mark Littles is a Republican candidate for the 9th District of Massachusetts.,Mark Littles|Littles|Mark Littles'|Littles'|MARK LITTLES|LITTLES|MARK LITTLES'|LITTLES'
WMPID2908,Kelly Cooper,Kelly Cooper is a Republican candidate for the 4th District of Arizona.,Kelly Cooper|Cooper|Kelly Cooper's|Cooper's|KELLY COOPER|COOPER|KELLY COOPER'S|COOPER'S
WMPID2926,Kevin Mullin,Kevin Mullin is a Democratic candidate for the 15th District of California.,Kevin Mullin|Mullin|Kevin Mullin's|Mullin's|KEVIN MULLIN|MULLIN|KEVIN MULLIN'S|MULLIN'S
WMPID2940,Adianis Morales,Adianis Morales is a Republican candidate for the 9th District of Florida.,Adianis Morales|Morales|Adianis Morales'|Morales'|ADIANIS MORALES|MORALES|ADIANIS MORALES'|MORALES'
WMPID2941,Ira Weinstein,Ira Weinstein is a Republican candidate for the 23rd District of Florida.,Ira Weinstein|Weinstein|Ira Weinstein's|Weinstein's|IRA WEINSTEIN|WEINSTEIN|IRA WEINSTEIN'S|WEINSTEIN'S
WMPID2943,Kelli Stargel,Kelli Stargel is a Republican candidate for the 15th District of Florida.,Kelli Stargel|Stargel|Kelli Stargel's|Stargel's|KELLI STARGEL|STARGEL|KELLI STARGEL'S|STARGEL'S
WMPID2949,Jeremy Shaffer,Jeremy Shaffer is a Republican candidate for the 17th District of Pennsylvania.,Jeremy Shaffer|Shaffer|Jeremy Shaffer's|Shaffer's|JEREMY SHAFFER|SHAFFER|JEREMY SHAFFER'S|SHAFFER'S
WMPID2950,Conor Halbleib,Conor Halbleib is a Democratic candidate for the 5th District of Kentucky.,Conor Halbleib|Halbleib|Conor Halbleib's|Halbleib's|CONOR HALBLEIB|HALBLEIB|CONOR HALBLEIB'S|HALBLEIB'S
WMPID2951,Kermit Jones,Kermit Jones is a Democratic candidate for the 3rd District of California.,Kermit Jones|Jones|Kermit Jones'|Jones'|KERMIT JONES|JONES|KERMIT JONES'|JONES'
WMPID2959,Christy Mclaughlin,Christy Mclaughlin is a Republican candidate for the 23rd District of Florida.,Christy Mclaughlin|Mclaughlin|Christy Mclaughlin's|Mclaughlin's|CHRISTY MCLAUGHLIN|MCLAUGHLIN|CHRISTY MCLAUGHLIN'S|MCLAUGHLIN'S
WMPID2961,Barbara Kirkmeyer,Barbara Kirkmeyer is a Republican candidate for the 8th District of Colorado.,Barbara Kirkmeyer|Kirkmeyer|Barbara Kirkmeyer's|Kirkmeyer's|BARBARA KIRKMEYER|KIRKMEYER|BARBARA KIRKMEYER'S|KIRKMEYER'S
WMPID2966,Jerome Hilliard,Jerome Hilliard is a Democratic candidate for the 2nd District of Michigan.,Jerome Hilliard|Hilliard|Jerome Hilliard's|Hilliard's|JEROME HILLIARD|HILLIARD|JEROME HILLIARD'S|HILLIARD'S
WMPID2967,Derek Marshall,Derek Marshall is a Democratic candidate for the 23rd District of California.,Derek Marshall|Marshall|Derek Marshall's|Marshall's|DEREK MARSHALL|MARSHALL|DEREK MARSHALL'S|MARSHALL'S
WMPID2970,Trey Joseph Hunt,Trey Joseph Hunt is a Democratic candidate for the 12th District of Texas.,Trey Joseph Hunt|Hunt|Trey Joseph Hunt's|Hunt's|TREY JOSEPH HUNT|HUNT|TREY JOSEPH HUNT'S|HUNT'S
WMPID2977,Marcus Flowers,Marcus Flowers is a Democratic candidate for the 14th District of Georgia.,Marcus Flowers|Flowers|Marcus Flowers'|Flowers'|MARCUS FLOWERS|FLOWERS|MARCUS FLOWERS'|FLOWERS'
WMPID2987,Adam Laxalt,Adam Laxalt is a Republican Senate candidate in Nevada.,Adam Laxalt|Laxalt|Adam Laxalt's|Laxalt's|ADAM LAXALT|LAXALT|ADAM LAXALT'S|LAXALT'S
WMPID2989,Katrina Christiansen,Katrina Christiansen is a Democratic Senate candidate in North Dakota.,Katrina Christiansen|Christiansen|Katrina Christiansen's|Christiansen's|KATRINA CHRISTIANSEN|CHRISTIANSEN|KATRINA CHRISTIANSEN'S|CHRISTIANSEN'S
WMPID2993,Kathy Warner-Stanton,Kathy Warner-Stanton is a Democratic candidate for the 5th District of Alabama.,Kathy Warner-Stanton|Warner-Stanton|Kathy Warner-Stanton's|Warner-Stanton's|KATHY WARNER-STANTON|WARNER-STANTON|KATHY WARNER-STANTON'S|WARNER-STANTON'S
WMPID2996,Gary Buchanan,Gary Buchanan is a 3rd party candidate for the 2nd District of Montana.,Gary Buchanan|Buchanan|Gary Buchanan's|Buchanan's|GARY BUCHANAN|BUCHANAN|GARY BUCHANAN'S|BUCHANAN'S
WMPID2997,Mohammed Faheem,Mohammed Faheem is a Democratic candidate for the 8th District of Illinois.,Mohammed Faheem|Faheem|Mohammed Faheem's|Faheem's|MOHAMMED FAHEEM|FAHEEM|MOHAMMED FAHEEM'S|FAHEEM'S
WMPID3004,Karoline Leavitt,Karoline Leavitt is a Republican candidate for the 1st District of New Hampshire.,Karoline Leavitt|Leavitt|Karoline Leavitt's|Leavitt's|KAROLINE LEAVITT|LEAVITT|KAROLINE LEAVITT'S|LEAVITT'S
WMPID3007,Laura Gillen,Laura Gillen is a Democratic candidate for the 4th District of New York.,Laura Gillen|Gillen|Laura Gillen's|Gillen's|LAURA GILLEN|GILLEN|LAURA GILLEN'S|GILLEN'S
WMPID3008,Karina Lipsman,Karina Lipsman is a Republican candidate for the 8th District of Virginia.,Karina Lipsman|Lipsman|Karina Lipsman's|Lipsman's|KARINA LIPSMAN|LIPSMAN|KARINA LIPSMAN'S|LIPSMAN'S
WMPID3010,George Kellogg,George Kellogg is a 3rd party candidate for the 7th District of Wisconsin.,George Kellogg|Kellogg|George Kellogg's|Kellogg's|GEORGE KELLOGG|KELLOGG|GEORGE KELLOGG'S|KELLOGG'S
WMPID3021,Matthew Patrick Hoh,Matthew Patrick Hoh is a 3rd party Senate candidate in North Carolina.,Matthew Patrick Hoh|Hoh|Matthew Patrick Hoh's|Hoh's|MATTHEW PATRICK HOH|HOH|MATTHEW PATRICK HOH'S|HOH'S
WMPID3028,Kevin Kiley,Kevin Kiley is a Republican candidate for the 3rd District of California.,Kevin Kiley|Kiley|Kevin Kiley's|Kiley's|KEVIN KILEY|KILEY|KEVIN KILEY'S|KILEY'S
WMPID3032,G Maebe A. Girl Pudlo,G Maebe A. Girl Pudlo is a Democratic candidate for the 30th District of California.,G Maebe A. Girl Pudlo|Pudlo|G Maebe A. Girl Pudlo's|Pudlo's|G MAEBE A. GIRL PUDLO|PUDLO|G MAEBE A. GIRL PUDLO'S|PUDLO'S
WMPID3033,Justin Burau,Justin Burau is a Republican candidate for the 3rd District of Illinois.,Justin Burau|Burau|Justin Burau's|Burau's|JUSTIN BURAU|BURAU|JUSTIN BURAU'S|BURAU'S
WMPID3038,Joseph Jr. Leblanc,Joseph Jr. Leblanc is a 3rd party candidate for the 22nd District of Texas.,Joseph Jr. Leblanc|Leblanc|Joseph Jr. Leblanc's|Leblanc's|JOSEPH JR. LEBLANC|LEBLANC|JOSEPH JR. LEBLANC'S|LEBLANC'S
WMPID3042,Stephen Scott Slauson,Stephen Scott Slauson is a Republican candidate for the 12th District of California.,Stephen Scott Slauson|Slauson|Stephen Scott Slauson's|Slauson's|STEPHEN SCOTT SLAUSON|SLAUSON|STEPHEN SCOTT SLAUSON'S|SLAUSON'S
WMPID3048,Jan Perry,Jan Perry is a Democratic candidate for the 37th District of California.,Jan Perry|Perry|Jan Perry's|Perry's|JAN PERRY|PERRY|JAN PERRY'S|PERRY'S
WMPID3054,Iroghama Omere,Iroghama Omere is a Democratic candidate for the 4th District of Texas.,Iroghama Omere|Omere|Iroghama Omere's|Omere's|IROGHAMA OMERE|OMERE|IROGHAMA OMERE'S|OMERE'S
WMPID3057,Stan Caplan,Stan Caplan is a Republican candidate for the 51st District of California.,Stan Caplan|Caplan|Stan Caplan's|Caplan's|STAN CAPLAN|CAPLAN|STAN CAPLAN'S|CAPLAN'S
WMPID3060,Henry Robert Martin,Henry Robert Martin is a Democratic candidate for the 6th District of Missouri.,Henry Robert Martin|Martin|Henry Robert Martin's|Martin's|HENRY ROBERT MARTIN|MARTIN|HENRY ROBERT MARTIN'S|MARTIN'S
WMPID3063,David Wallace,David Wallace is a Republican candidate for the 2nd District of Maryland.,David Wallace|Wallace|David Wallace's|Wallace's|DAVID WALLACE|WALLACE|DAVID WALLACE'S|WALLACE'S
WMPID3069,Danielle Nicole Hawk,Danielle Nicole Hawk is a Democratic candidate for the 3rd District of Florida.,Danielle Nicole Hawk|Hawk|Danielle Nicole Hawk's|Hawk's|DANIELLE NICOLE HAWK|HAWK|DANIELLE NICOLE HAWK'S|HAWK'S
WMPID3071,Seth Magaziner,Seth Magaziner is a Democratic candidate for the 2nd District of Rhode Island.,Seth Magaziner|Magaziner|Seth Magaziner's|Magaziner's|SETH MAGAZINER|MAGAZINER|SETH MAGAZINER'S|MAGAZINER'S
WMPID3076,Uloma Uma Ekpete,Uloma Uma Ekpete is a 3rd party Senate candidate in Florida.,Uloma Uma Ekpete|Ekpete|Uloma Uma Ekpete's|Ekpete's|ULOMA UMA EKPETE|EKPETE|ULOMA UMA EKPETE'S|EKPETE'S
WMPID3077,Joshua Harris-Till,Joshua Harris-Till is a Democratic candidate for the 5th District of Oklahoma.,Joshua Harris-Till|Harris-Till|Joshua Harris-Till's|Harris-Till's|JOSHUA HARRIS-TILL|HARRIS-TILL|JOSHUA HARRIS-TILL'S|HARRIS-TILL'S
WMPID3081,Christopher Deluzio,Christopher Deluzio is a Democratic candidate for the 17th District of Pennsylvania.,Christopher Deluzio|Deluzio|Christopher Deluzio's|Deluzio's|CHRISTOPHER DELUZIO|DELUZIO|CHRISTOPHER DELUZIO'S|DELUZIO'S
WMPID3085,Josh Brecheen,Josh Brecheen is a Republican candidate for the 2nd District of Oklahoma.,Josh Brecheen|Brecheen|Josh Brecheen's|Brecheen's|JOSH BRECHEEN|BRECHEEN|JOSH BRECHEEN'S|BRECHEEN'S
WMPID3086,Melissa Martz,Melissa Martz is a Republican candidate for the 21st District of Florida.,Melissa Martz|Martz|Melissa Martz's|Martz's|MELISSA MARTZ|MARTZ|MELISSA MARTZ'S|MARTZ'S
WMPID3087,Hayden Zel None Boyette,Hayden Zel None Boyette is a 3rd party Senate candidate in North Carolina.,Hayden Zel None Boyette|Boyette|Hayden Zel None Boyette's|Boyette's|HAYDEN ZEL NONE BOYETTE|BOYETTE|HAYDEN ZEL NONE BOYETTE'S|BOYETTE'S
WMPID3089,Monte Hodges,Monte Hodges is a Democratic candidate for the 1st District of Arkansas.,Monte Hodges|Hodges|Monte Hodges'|Hodges'|MONTE HODGES|HODGES|MONTE HODGES'|HODGES'
WMPID3093,Rostislav Rar,Rostislav Rar is a Democratic candidate for the 20th District of New York.,Rostislav Rar|Rar|Rostislav Rar's|Rar's|ROSTISLAV RAR|RAR|ROSTISLAV RAR'S|RAR'S
WMPID3099,Mark Desmond Harmon,Mark Desmond Harmon is a Democratic candidate for the 2nd District of Tennessee.,Mark Desmond Harmon|Harmon|Mark Desmond Harmon's|Harmon's|MARK DESMOND HARMON|HARMON|MARK DESMOND HARMON'S|HARMON'S
WMPID3101,Brad Hoylman,Brad Hoylman is a Democratic candidate for the 10th District of New York.,Brad Hoylman|Hoylman|Brad Hoylman's|Hoylman's|BRAD HOYLMAN|HOYLMAN|BRAD HOYLMAN'S|HOYLMAN'S
WMPID3108,Joseph III Pinion,Joseph III Pinion is a Republican Senate candidate in New York.,Joseph III Pinion|Pinion|Joseph III Pinion's|Pinion's|JOSEPH III PINION|PINION|JOSEPH III PINION'S|PINION'S
WMPID3110,Joseph Frederick III Yetter,Joseph Frederick III Yetter is a Democratic candidate for the 2nd District of Oregon.,Joseph Frederick III Yetter|Yetter|Joseph Frederick III Yetter's|Yetter's|JOSEPH FREDERICK III YETTER|YETTER|JOSEPH FREDERICK III YETTER'S|YETTER'S
WMPID3111,Samuel Ronan,Samuel Ronan is a 3rd party Senate candidate in Ohio.,Samuel Ronan|Ronan|Samuel Ronan's|Ronan's|SAMUEL RONAN|RONAN|SAMUEL RONAN'S|RONAN'S
WMPID3114,Jose Castillo,Jose Castillo is a Republican candidate for the 9th District of Florida.,Jose Castillo|Castillo|Jose Castillo's|Castillo's|JOSE CASTILLO|CASTILLO|JOSE CASTILLO'S|CASTILLO'S
WMPID3120,Diane Wilson Sare,Diane Wilson Sare is a 3rd party Senate candidate in New York.,Diane Wilson Sare|Sare|Diane Wilson Sare's|Sare's|DIANE WILSON SARE|SARE|DIANE WILSON SARE'S|SARE'S
WMPID3124,Henry Conoly,Henry Conoly is a 3rd party candidate for the 1st District of Pennsylvania.,Henry Conoly|Conoly|Henry Conoly's|Conoly's|HENRY CONOLY|CONOLY|HENRY CONOLY'S|CONOLY'S
WMPID3128,Valerie Foushee,Valerie Foushee is a Democratic candidate for the 4th District of North Carolina.,Valerie Foushee|Foushee|Valerie Foushee's|Foushee's|VALERIE FOUSHEE|FOUSHEE|VALERIE FOUSHEE'S|FOUSHEE'S
WMPID3131,Jacob Lewis Shaheen,Jacob Lewis Shaheen is a Republican candidate for the 3rd District of Louisiana.,Jacob Lewis Shaheen|Shaheen|Jacob Lewis Shaheen's|Shaheen's|JACOB LEWIS SHAHEEN|SHAHEEN|JACOB LEWIS SHAHEEN'S|SHAHEEN'S
WMPID3132,Jonathan Jackson,Jonathan Jackson is a Democratic candidate for the 1st District of Illinois.,Jonathan Jackson|Jackson|Jonathan Jackson's|Jackson's|JONATHAN JACKSON|JACKSON|JONATHAN JACKSON'S|JACKSON'S
WMPID3133,Erin Houchin,Erin Houchin is a Republican candidate for the 9th District of Indiana.,Erin Houchin|Houchin|Erin Houchin's|Houchin's|ERIN HOUCHIN|HOUCHIN|ERIN HOUCHIN'S|HOUCHIN'S
WMPID3138,Jonathan Chavez,Jonathan Chavez is a Republican candidate for the 4th District of Georgia.,Jonathan Chavez|Chavez|Jonathan Chavez's|Chavez's|JONATHAN CHAVEZ|CHAVEZ|JONATHAN CHAVEZ'S|CHAVEZ'S
WMPID3139,Shri Thanedar,Shri Thanedar is a Democratic candidate for the 13rd District of Michigan.,Shri Thanedar|Thanedar|Shri Thanedar's|Thanedar's|SHRI THANEDAR|THANEDAR|SHRI THANEDAR'S|THANEDAR'S
WMPID3141,Matthew Jacobs,Matthew Jacobs is a Republican candidate for the 26th District of California.,Matthew Jacobs|Jacobs|Matthew Jacobs'|Jacobs'|MATTHEW JACOBS|JACOBS|MATTHEW JACOBS'|JACOBS'
WMPID3144,Ray Mccormick,Ray Mccormick is a Democratic candidate for the 8th District of Indiana.,Ray Mccormick|Mccormick|Ray Mccormick's|Mccormick's|RAY MCCORMICK|MCCORMICK|RAY MCCORMICK'S|MCCORMICK'S
WMPID3152,Ryan Michael Appleton Melton,Ryan Michael Appleton Melton is a Democratic candidate for the 4th District of Iowa.,Ryan Michael Appleton Melton|Melton|Ryan Michael Appleton Melton's|Melton's|RYAN MICHAEL APPLETON MELTON|MELTON|RYAN MICHAEL APPLETON MELTON'S|MELTON'S
WMPID3156,Max Semenenko,Max Semenenko is a Republican candidate for the 7th District of California.,Max Semenenko|Semenenko|Max Semenenko's|Semenenko's|MAX SEMENENKO|SEMENENKO|MAX SEMENENKO'S|SEMENENKO'S
WMPID3158,Kerry Raheb,Kerry Raheb is a 3rd party Senate candidate in Vermont.,Kerry Raheb|Raheb|Kerry Raheb's|Raheb's|KERRY RAHEB|RAHEB|KERRY RAHEB'S|RAHEB'S
WMPID3161,Kristin Elise Skowronski,Kristin Elise Skowronski is a 3rd party candidate for the 3rd District of Colorado.,Kristin Elise Skowronski|Skowronski|Kristin Elise Skowronski's|Skowronski's|KRISTIN ELISE SKOWRONSKI|SKOWRONSKI|KRISTIN ELISE SKOWRONSKI'S|SKOWRONSKI'S
WMPID3163,John Robert Badger,John Robert Badger is a 3rd party candidate for the 5th District of Louisiana.,John Robert Badger|Badger|John Robert Badger's|Badger's|JOHN ROBERT BADGER|BADGER|JOHN ROBERT BADGER'S|BADGER'S
WMPID3166,Natasha Hill,Natasha Hill is a Democratic candidate for the 5th District of Washington.,Natasha Hill|Hill|Natasha Hill's|Hill's|NATASHA HILL|HILL|NATASHA HILL'S|HILL'S
WMPID3167,Neil Singleton,Neil Singleton is a Republican candidate for the 12th District of Georgia.,Neil Singleton|Singleton|Neil Singleton's|Singleton's|NEIL SINGLETON|SINGLETON|NEIL SINGLETON'S|SINGLETON'S
WMPID3170,Christopher Dardzinski,Christopher Dardzinski is a 3rd party candidate for the 13rd District of Michigan.,Christopher Dardzinski|Dardzinski|Christopher Dardzinski's|Dardzinski's|CHRISTOPHER DARDZINSKI|DARDZINSKI|CHRISTOPHER DARDZINSKI'S|DARDZINSKI'S
